Rank,Coin Name,Symbol, Price ,1h,24h,7d,30d, 24h Volume ,Circulating Supply,Total Supply, Market Cap 
3324,Rich,RCH, $-   ,-,-,-,-, - ,"417,548,222",1.14 Billion,"$58,836.98 "
3325,KingSpeed,KSC, $-   ,-,-,-,-, - ,"52,538,088",200 Million,"$73,202.10 "
3326,Antofy,ABN,0.05,-0.60%,-8.30%,-16.80%,-77.80%,"$2,928.00 ","1,109,721",26.9 Million,"$58,227.22 "
3327,Pepecola,PEPECOLA, $-   ,-0.10%,0.50%,7.80%,19.70%,$540.00 ,"100,000,000",100 Million,"$58,207.98 "
3328,DYOR,DYOR, $-   ,,0.20%,4.50%,37.40%,$132.00 ,"6,900,000,000,000",6.9 Trillion,"$57,775.17 "
3329,FC Sion Fan Token,SION, $-   ,1.20%,11.20%,26.60%,3.40%,"$5,081.00 ","16,498,955",50 Million,"$58,060.29 "
3330,Rabbit Finance,RABBIT, $-   ,0.10%,-6.60%,-7.70%,-14.40%,$341.00 ,"106,449,488",179 Million,"$57,620.56 "
3331,Dovu [OLD],DOV, $-   ,-0.10%,9.80%,-1.80%,42.60%,$13.09 ,"308,817,122",964 Million,"$57,536.74 "
3332,MicroMoney,AMM, $-   ,0.00%,83.10%,35.40%,8.10%,"$148,530.00 ","17,532,943",17.5 Million,"$57,528.19 "
3333,Black Token,BLACK, $-   ,-0.20%,-9.90%,-14.50%,-56.70%,$13.75 ,"357,888,780",980 Million,"$57,341.02 "
3334,PlusOneCoin,PLUS1, $-   ,0.30%,0.30%,-6.40%,-83.60%,$0.01 ,"12,508,010",26.4 Million,"$57,000.47 "
3335,Bolivarcoin,BOLI, $-   ,,-0.70%,53.00%,47.70%,$27.20 ,"19,040,706",25 Million,"$56,921.61 "
3336,Apricot,APRT, $-   ,0.30%,-9.30%,46.20%,124.40%,$929.00 ,"164,500,000",1 Billion,"$56,952.61 "
3337,Zahnymous,ZAH, $-   ,-,-,-,-, - ,"63,525,359",99.8 Million,"$69,486.27 "
3338,Lympo Market,LMT, $-   ,-0.10%,-6.00%,-8.30%,15.00%,$9.25 ,"155,250,012",1.25 Billion,"$56,462.11 "
3339,LocalTrade,LTT,0.01,-0.50%,0.30%,-6.60%,-9.80%,"$129,131.00 ","6,214,242",40.2 Million,"$56,208.23 "
3340,Coinsbit Token,CNB, $-   ,-0.30%,-12.00%,-17.10%,2.10%,$0.46 ,"659,826,196",900 Million,"$56,174.07 "
3341,FlexMeme,FLEX, $-   ,-,-,-,-, - ,"253,093,835,585",1 Trillion,"$54,609.77 "
3342,Treasure Under Sea,TUS, $-   ,-0.30%,-7.30%,64.90%,322.10%,$243.00 ,"2,680,134,354",60 Million,"$55,813.54 "
3343,Dogeswap,DOGES,3.64,0.30%,-1.40%,1.10%,-2.70%,$835.00 ,"15,263",20 Thousand,"$55,628.60 "
3344,APYSwap,APYS,0.01,3.20%,-4.70%,-6.60%,-15.20%,"$49,663.00 ","9,767,269",100 Million,"$55,569.80 "
3345,Stablz,STABLZ, $-   ,0.00%,7.30%,-39.10%,40.60%,"$1,295.00 ","17,938,366",100 Million,"$55,492.33 "
3346,FACTS,BKC, $-   ,-1.50%,-4.20%,-6.40%,-22.80%,"$19,863.00 ","5,791,499,998",9 Billion,"$55,217.84 "
3347,Butter,BUTTER, $-   ,-,-,-,-, - ,"244,221,256,770",244 Billion,"$56,286.68 "
3348,Mithril Share,MIS,0.16,4.90%,6.60%,-4.60%,15.50%,"$35,572.00 ","359,101",500 Thousand,"$55,128.95 "
3349,SingularDTV,SNGLS, $-   ,-,-,-,-, - ,"890,000,000",1 Billion,"$55,159.35 "
3350,xToken,XTK, $-   ,-,-,-,-, - ,"404,524,037",1 Billion,"$53,693.37 "
3351,Ankaragücü Fan Token,ANKA, $-   ,6.90%,13.20%,7.30%,15.10%,"$7,828.00 ","26,513,761",150 Million,"$54,743.34 "
3352,BitOrbit,BITORB, $-   ,0.40%,-3.30%,-8.60%,106.60%,$66.82 ,"44,000,000",1 Billion,"$54,607.06 "
3353,Cykura,CYS, $-   ,1.70%,0.90%,-9.30%,5.70%,"$45,635.00 ","11,632,000",100 Million,"$54,540.10 "
3354,Kitty Coin Solana,KITTY, $-   ,0.30%,0.20%,-18.40%,333.80%,$772.00 ,"419,926,609",540 Million,"$54,266.61 "
3355,Avaxtars,AVXT, $-   ,-0.10%,-5.70%,-18.90%,21.70%,$436.00 ,"282,809,325",300 Million,"$53,800.91 "
3356,Gems,GEM, $-   ,0.70%,2.90%,-5.70%,18.00%,"$27,538.00 ","690,960,093",8 Billion,"$53,804.65 "
3357,BCPAY FinTech,BCPAY, $-   ,,-5.90%,22.70%,38.40%,$9.03 ,"57,000,000",85 Million,"$53,371.83 "
3358,Mercurial,MER, $-   ,0.40%,-0.60%,-1.00%,-54.70%,$269.00 ,"563,022,062",1 Billion,"$53,196.48 "
3359,Aavegotchi ALPHA,ALPHA, $-   ,0.60%,-2.70%,-12.60%,-7.10%,$729.00 ,"47,575,028",5 Billion,"$52,814.34 "
3360,Moonft,MTC,0.33,0.50%,-1.30%,1.00%,18.20%,"$140,481.00 ","161,022",100 Million,"$52,796.43 "
3361,Phore,PHR, $-   ,0.30%,-0.70%,56.70%,43.70%,$1.64 ,"30,536,189",18.6 Million,"$52,323.04 "
3362,KickPad,KPAD, $-   ,0.50%,-8.00%,-4.50%,-4.40%,"$37,422.00 ","56,728,963",204 Million,"$51,852.62 "
3363,Hodl Finance,HFT, $-   ,-,-,-,-, - ,"129,062,500,000",210 Billion,"$64,093.28 "
3364,Hyprr,UDOO, $-   ,-,-,-,-, - ,"486,286,609",838 Million,"$54,979.69 "
3365,3d3d,3D3D, $-   ,1.30%,-4.90%,5.30%,-13.40%,$856.00 ,"360,468,841,425,725",360 Trillion,"$51,170.51 "
3366,MELX,MEL, $-   ,-,-,-,-, - ,"43,105,271",120 Million,"$50,828.80 "
3367,Ownly,OWN, $-   ,-,-,-,-, - ,"6,503,716,503",9.25 Billion,"$49,006.14 "
3368,Diffusion,DIFF, $-   ,0.70%,-3.30%,58.70%,230.10%,$35.46 ,"91,380,163",327 Million,"$50,247.22 "
3369,Bata,BTA,0.01,0.30%,135.20%,147.40%,170.50%,$27.73 ,"5,055,252",10 Million,"$50,129.34 "
3370,Parasol Finance,PSOL,0.01,0.30%,-0.60%,-0.30%,-2.30%,$1.13 ,"5,607,460",21 Million,"$50,093.22 "
3371,Jade Currency,JADE, $-   ,-12.80%,-12.30%,-26.80%,49.60%,"$5,832.00 ","58,572,217",90 Million,"$49,258.03 "
3372,Aavegotchi FUD,FUD, $-   ,1.40%,-3.30%,-12.10%,-7.10%,$171.00 ,"163,145,369",20.5 Billion,"$48,606.60 "
3373,Bounty0x,BNTY, $-   ,0.10%,3.70%,14.80%,45.60%,"$36,983.00 ","164,639,795",500 Million,"$48,566.00 "
3374,DeFiner,FIN, $-   ,0.20%,9.90%,23.10%,22.70%,"$28,433.00 ","148,115,903",168 Million,"$48,344.66 "
3375,DeathRoad,DRACE, $-   ,-,-,-,-, - ,"52,161,638",1 Billion,"$60,286.54 "
3376,HedgePay,HPAY, $-   ,-,-,-,-, - ,"120,424,719",118 Million,"$60,171.35 "
3377,StepEx,SPEX, $-   ,0.90%,-4.30%,-1.80%,-15.10%,"$21,293.00 ","120,000,000",3 Billion,"$47,409.67 "
3378,beFITTER,FIU, $-   ,0.50%,-2.70%,-11.50%,-54.90%,"$25,995.00 ","177,475,222",1 Billion,"$47,390.86 "
3379,Portion,PRT, $-   ,-0.10%,76.10%,-45.80%,24.00%,$134.00 ,"167,098,361",1.5 Billion,"$47,038.74 "
3380,HondaisCoin,HNDC, $-   ,0.00%,-1.10%,-1.20%,-1.10%, $-   ,"51,182,225,915",100 Billion,"$47,027.89 "
3381,Work Quest,WQT, $-   ,-18.90%,-35.90%,97.30%,91.90%,"$59,792.00 ","69,868,750",100 Million,"$46,303.98 "
3382,ORO,ORO, $-   ,-,-,-,-, - ,"11,676,715",98.1 Million,"$44,936.29 "
3383,JPG NFT Index,JPG,16.99,,1.20%,-34.20%,-27.40%,$77.08 ,"2,594",2.59 Thousand,"$44,070.51 "
3384,UkraineDAO Flag NFT,LOVE,0.02,-,-,-,-, - ,"2,311,203",2.31 Million,"$46,097.92 "
3385,TotemFi,TOTM,0.01,-0.50%,4.80%,10.70%,0.60%,"$16,863.00 ","6,113,675",10 Million,"$43,376.43 "
3386,Lever Network,LEV, $-   ,-0.50%,3.70%,4.20%,0.80%,"$25,009.00 ","14,850,629",100 Million,"$43,203.69 "
3387,Robust,RBT,1.19,-0.10%,-11.80%,-6.50%,-6.10%,$31.80 ,"36,408",90.8 Thousand,"$43,143.78 "
3388,BetBot,BBOT, $-   ,-0.10%,1.80%,-1.50%,-3.70%,$60.73 ,"18,245,216",20 Million,"$43,113.84 "
3389,Minerva Wallet,MIVA, $-   ,0.30%,0.30%,4.50%,8.40%,$16.34 ,"9,855,334",1 Billion,"$42,560.58 "
3390,Türkiye Motosiklet Federasyonu Fan Token,TMFT, $-   ,-2.20%,-3.30%,0.00%,35.30%,"$21,386.00 ","36,222,923",96.2 Million,"$42,496.67 "
3391,LinkCoin,LKN, $-   ,-,-,-,-, - ,"268,615,201",1 Billion,"$45,226.63 "
3392,ProjectOasis,OASIS,0.01,-,-,-,-, - ,"3,955,110",14 Million,"$42,324.16 "
3393,Peseta Digital,PTD, $-   ,-,-,-,-, - ,"144,675,139",166 Million,"$42,195.31 "
3394,Rentberry,BERRY, $-   ,-,-,-,-, - ,"301,473,027",301 Million,"$41,325.06 "
3395,StaySAFU,SAFU,2.48,-0.10%,-1.80%,-9.30%,4.90%,$22.12 ,"16,665",19.2 Thousand,"$41,365.86 "
3396,Phenix Finance (Cronos),PHNX, $-   ,,1.30%,-11.60%,73.10%,$2.75 ,"144,356,451,704",162 Billion,"$41,254.58 "
3397,Forefront,FF,0.05,-,-,-,-, - ,"862,384",10 Million,"$40,965.30 "
3398,SuperBid,SUPERBID,0.01,0.00%,1.40%,-3.20%,32.30%,$3.87 ,"7,761,336",88.3 Million,"$41,063.20 "
3399,AOK,AOK, $-   ,0.50%,0.60%,0.50%,9.00%,"$35,719.00 ","200,000,000",1 Billion,"$40,947.97 "
3400,HappyFans,HAPPY, $-   ,0.10%,-10.80%,-12.90%,6.30%,"$2,264.00 ","28,561,930,447",100 Billion,"$40,714.06 "
3401,FSOCIETY,FSC, $-   ,3.50%,-43.30%,159.00%,138.30%,"$7,479.00 ","696,907,882",21 Billion,"$40,200.79 "
3402,Azuki,AZUKI, $-   ,0.10%,3.10%,-2.30%,1.50%,$9.45 ,"25,427,110",25.9 Million,"$40,097.02 "
3403,Teloscoin,TELOS, $-   ,-,-,-,-, - ,"195,431,359",∞,"$39,912.01 "
3404,Basis Share,BAS,0.10,-0.20%,-0.40%,3.50%,4.30%,"$38,911.00 ","409,438",1 Million,"$40,047.45 "
3405,GazeTV,GAZE, $-   ,1.40%,-19.70%,25.50%,-85.80%,$190.00 ,"625,604,562",1 Billion,"$39,492.40 "
3406,Verso,VSO, $-   ,-1.50%,-1.70%,4.00%,-4.90%,"$34,388.00 ","94,750,011",100 Million,"$39,367.17 "
3407,GreenTrust,GNT, $-   ,-0.10%,-14.50%,-27.30%,17.70%,"$3,656.00 ","28,024,100,456,983",126 Trillion,"$39,239.25 "
3408,XP,XP, $-   ,-0.80%,-2.80%,2.60%,30.00%,$27.88 ,"2,848,943,503",20 Billion,"$39,213.10 "
3409,Darkness Dollar,DUSD,0.76,-,-,-,-, - ,"51,318",51.3 Thousand,"$38,776.38 "
3410,TheFlashCurrency,TFC, $-   ,0.00%,0.50%,24.90%,-31.10%,"$1,373.00 ","6,799,999,001",8 Billion,"$39,050.37 "
3411,Finminity,FMT,0.01,-,-,-,-, - ,"2,787,261",10 Million,"$38,345.61 "
3412,MilkySwap,MILKY, $-   ,,0.60%,3.10%,38.20%,$10.64 ,"22,988,951",41 Million,"$38,938.56 "
3413,Soldex,SOLX, $-   ,-0.80%,-0.40%,6.80%,-20.90%,"$38,422.00 ","422,932,781",500 Million,"$38,881.55 "
3414,Defira (Cronos),FIRA,0.01,-0.40%,-6.20%,-25.90%,-11.80%,"$1,823.00 ","5,577,953",100 Million,"$38,531.04 "
3415,SeChain,SNN, $-   ,-,-,-,-, - ,"32,000,000,000",39 Billion,"$37,673.59 "
3416,Onston,ONSTON, $-   ,-,-,-,-, - ,"127,030,605",1 Billion,"$37,564.83 "
3417,Smartshare,SSP, $-   ,0.00%,0.20%,0.00%,33.30%,$30.52 ,"4,791,431,487",10 Billion,"$38,292.46 "
3418,AFEN Blockchain,AFEN, $-   ,6.70%,33.20%,15.40%,221.40%,"$3,278.00 ","183,195,712",850 Million,"$38,095.68 "
3419,KAKA NFT World,KAKA, $-   ,1.70%,0.00%,13.50%,16.20%,"$26,714.00 ","69,229,200",100 Million,"$38,083.05 "
3420,₿,₿, $-   ,-0.10%,-0.10%,-22.70%,45.10%,$196.00 ,"20,851,545",20.9 Million,"$37,550.31 "
3421,Blind Boxes,BLES, $-   ,0.10%,4.90%,7.00%,-8.40%,"$33,719.00 ","18,207,579",100 Million,"$37,445.33 "
3422,TridentDAO,PSI,0.02,1.00%,1.80%,1.50%,-46.10%,"$197,125.00 ","2,097,902",9.44 Million,"$37,371.51 "
3423,Pera Finance,PERA, $-   ,1.00%,-6.50%,-2.30%,9.00%,"$25,181.00 ","99,288,084",125 Million,"$37,242.22 "
3424,Fancy Games,FNC, $-   ,7.90%,14.10%,-23.90%,-7.90%,$132.00 ,"40,454,705",1 Billion,"$37,197.58 "
3425,Hydro,HYDRO, $-   ,6.10%,285.70%,20.20%,35.80%,"$33,511.00 ","42,861,653",111 Million,"$37,150.22 "
3426,Centaurify,CENT, $-   ,-,-,-,-, - ,"113,181,947",1 Billion,"$37,235.64 "
3427,RUSHCMC,RUSHCMC,0.74,0.70%,-2.30%,-3.70%,,"$1,176.00 ","50,000",50 Thousand,"$37,119.66 "
3428,Fufu,FUFU, $-   ,,-0.20%,-2.90%,1.90%,$234.00 ,"164,532,767",1 Billion,"$36,921.10 "
3429,Manga,$MANGA, $-   ,,0.30%,-0.70%,-39.20%,$9.59 ,"1,152,778,878",20 Billion,"$36,834.98 "
3430,Doug,DOUG, $-   ,-0.10%,-7.20%,-36.90%,,"$1,742.00 ","203,809,141,817",204 Billion,"$36,856.75 "
3431,LIQ Protocol,LIQ, $-   ,-1.00%,1.00%,2.50%,41.30%,"$30,958.00 ","30,000,000",100 Million,"$36,815.06 "
3432,CheckerChain,CHECKR, $-   ,-1.10%,-11.00%,-13.60%,35.20%,"$7,325.00 ","117,518,776",2.1 Billion,"$36,786.31 "
3433,Artify,AFY, $-   ,-,-,-,-, - ,"5,000,000,000,000",5 Trillion,"$38,726.08 "
3434,Neutron Coin,NTRN, $-   ,-,-,-,-, - ,"49,203,549",53.1 Million,"$35,876.22 "
3435,RiverBoat,RIB,36.05,1.90%,-16.50%,-10.70%,3.00%,$32.71 ,"1,000",1 Thousand,"$36,380.35 "
3436,Bot Planet,BOT, $-   ,-0.10%,-6.20%,-16.00%,32.80%,$589.00 ,"125,498,171",937 Million,"$36,334.55 "
3437,WOWswap,WOW,0.06,0.10%,-6.40%,-9.60%,30.80%,$713.00 ,"656,666",1 Million,"$36,287.12 "
3438,Worldcore,WRC, $-   ,-2.40%,9.10%,-15.80%,-17.00%,$1.33 ,"178,103,291",245 Million,"$36,136.99 "
3439,NerveFlux,NERVE, $-   ,-,-,-,-, - ,"44,081,563",185 Million,"$45,230.85 "
3440,Instadapp USDC,IUSDC,1.11,0.20%,0.20%,0.20%,0.50%, $-   ,"32,404",32.4 Thousand,"$36,092.07 "
3441,Instadapp WBTC,IWBTC,"39,152.44",-0.50%,-0.10%,0.70%,18.70%, $-   ,1,. M,"$35,931.34 "
3442,Crusaders of Crypto,CRUSADER, $-   ,-,-,-,-, - ,"895,340,864,030,600",1 Quadrillion,"$34,986.29 "
3443,EchoLink,EKO, $-   ,-,-,-,-, - ,"500,000,000",500 Million,"$34,772.53 "
3444,Rope Token,ROPE,0.01,0.00%,0.60%,-15.30%,-17.90%,$97.81 ,"6,281,800",10 Million,"$35,643.25 "
3445,WannaSwap,WANNA, $-   ,-0.20%,-6.60%,-3.50%,30.50%,"$1,080.00 ","97,959,085",39.5 Million,"$34,959.00 "
3446,Dough,DOUGH, $-   ,-,-,-,-, - ,"297,561,608",1 Billion,"$43,499.27 "
3447,ShopNEXT Reward Token,STE,0.07,0.10%,3.10%,-3.80%,-14.50%,$221.00 ,"497,895",554 Thousand,"$34,695.78 "
3448,KemaCoin,KEMA, $-   ,0.50%,-12.10%,-10.50%,6.60%,$190.00 ,"53,591,575",210 Million,"$34,466.70 "
3449,ETHA Lend,ETHA, $-   ,0.00%,5.20%,-9.10%,-39.60%,"$78,332.00 ","7,908,034",30 Million,"$34,377.63 "
3450,Privatix,PRIX,0.03,0.30%,-9.20%,-4.70%,-18.00%,"$22,020.00 ","1,125,455",1.28 Million,"$34,055.44 "
3451,Waterfall Governance,WTF, $-   ,0.20%,-1.30%,4.60%,5.50%,$843.00 ,"61,730,769",100 Million,"$33,794.05 "
3452,OIN Finance,OIN, $-   ,-0.20%,-6.60%,0.70%,93.20%,"$262,831.00 ","18,002,112",100 Million,"$33,711.29 "
3453,Crystal CYL,CYL, $-   ,-10.10%,-8.70%,4.50%,10.30%,"$127,751.00 ","19,500,000",19.5 Million,"$33,579.50 "
3454,Jungle DeFi,JFI,0.02,-,-,-,-, - ,"1,999,568",10 Million,"$32,658.63 "
3455,SugarBounce,TIP, $-   ,-0.50%,-10.80%,-10.50%,-18.00%,"$17,465.00 ","14,028,150",199 Million,"$33,274.57 "
3456,Feeder Finance,FEED, $-   ,-0.10%,-8.80%,-8.70%,11.20%,$11.89 ,"100,000,000",100 Million,"$33,129.43 "
3457,OlympulseX,SEX,0.54,-,-,-,-, - ,"72,876",73 Thousand,"$39,401.43 "
3458,Infinity Skies,ISKY, $-   ,0.00%,-1.00%,-5.00%,-1.00%,"$33,793.00 ","15,516,297",18.4 Million,"$32,841.40 "
3459,Gourmet Galaxy,GUM,0.01,0.00%,0.40%,-11.30%,-9.80%,"$26,412.00 ","3,322,141",20 Million,"$32,760.02 "
3460,Multiverse Capital,MVC, $-   ,,-0.30%,0.10%,-45.80%,$0.01 ,"545,861,747,007",927 Billion,"$32,690.06 "
3461,TrezarCoin,TZC, $-   ,0.30%,-1.20%,-4.40%,44.80%,$395.00 ,"316,149,950",400 Million,"$32,434.65 "
3462,Maxcoin,MAX, $-   ,0.40%,37.90%,41.40%,41.30%,$22.52 ,"12,685,895",100 Million,"$32,374.23 "
3463,Pepedex,PPDEX,0.09,,4.60%,-15.80%,-17.30%,$325.00 ,"357,506",426 Thousand,"$31,996.66 "
3464,moonwolf.io,WOLF, $-   ,0.50%,-1.50%,-2.90%,41.60%,$32.42 ,"295,359,058,466",1 Trillion,"$31,799.41 "
3465,VentiSwap,VST,0.01,-,-,-,-, - ,"4,579,166",100 Million,"$31,695.34 "
3466,Metafluence,METO, $-   ,2.20%,-1.00%,-5.30%,47.40%,"$124,087.00 ","43,200,000",4.8 Billion,"$31,650.27 "
3467,MacaronSwap,MCRN,0.04,-0.70%,-7.80%,-24.90%,12.50%,"$39,213.00 ","824,458",5.29 Million,"$31,469.38 "
3468,TradeStars,TSX, $-   ,,0.00%,-16.70%,-8.70%,$4.26 ,"19,475,547",70 Million,"$31,309.09 "
3469,Tranquil Finance,TRANQ, $-   ,0.40%,-0.30%,-18.80%,1.40%,$127.00 ,"76,127,555",1 Billion,"$31,310.38 "
3470,MerchDAO,MRCH,0.01,0.00%,8.80%,1.70%,9.40%,"$37,069.00 ","4,573,711",9 Million,"$31,245.43 "
3471,Zenith Chain,ZENITH, $-   ,9.40%,34.70%,9.30%,-4.40%,"$4,630.00 ","24,959,978",10 Million,"$31,172.84 "
3472,bePAY Finance,BECOIN, $-   ,0.00%,11.00%,17.40%,33.00%,$4.79 ,"13,000,000",13 Million,"$31,164.00 "
3473,Cowrie,COWRIE,0.03,-,-,-,-, - ,"1,378,742",482 Million,"$41,335.83 "
3474,Ormeus Ecosystem,ECO, $-   ,0.70%,-10.10%,39.90%,89.80%,$5.00 ,"3,518,670,884",4.93 Billion,"$30,896.08 "
3475,2ACoin,ARMS, $-   ,-1.20%,-2.70%,1.00%,18.40%,$30.44 ,"11,350,622",17.9 Million,"$30,621.86 "
3476,WOLV,WOLV, $-   ,-,-,-,-, - ,"21,000,000",21 Million,"$42,107.77 "
3477,Blockchain Cuties Universe Governance,BCUG,0.04,-0.70%,3.80%,4.50%,37.10%,"$38,281.00 ","691,063",3.87 Million,"$30,136.94 "
3478,NeoBot,NEOBOT, $-   ,-0.10%,-90.90%,-90.60%,-93.00%,"$35,796.00 ","9,001,756",10 Million,"$30,083.10 "
3479,Martkist,MARTK, $-   ,0.40%,1.50%,4.00%,-26.30%,$254.00 ,"22,795,582",37 Million,"$29,918.06 "
3480,Edain,EAI, $-   ,-0.10%,4.60%,-43.00%,-50.70%,$0.22 ,"27,868,373",199 Million,"$29,605.36 "
3481,Umi Digital,UMI, $-   ,-0.10%,13.00%,69.90%,34.20%,$93.14 ,"33,000,000,000",33 Billion,"$29,558.27 "
3482,Bismuth,BIS,0.01,-0.40%,-5.60%,-13.40%,-32.60%,$852.00 ,"3,021,634",∞,"$29,417.71 "
3483,Cover Protocol,COVER,0.36,-,-,-,-, - ,"79,179",82 Thousand,"$28,436.24 "
3484,Rapids,RPD, $-   ,0.50%,6.20%,-38.20%,72.00%, $-   ,"10,387,847",18.5 Million,"$29,341.40 "
3485,CashCow,COW,0.06,-,-,-,-, - ,"483,381",909 Thousand,"$29,278.43 "
3486,Kyoko,KYOKO, $-   ,-,-,-,-, - ,"10,376,444",1 Billion,"$29,059.43 "
3487,veDAO,WEVE, $-   ,0.30%,-2.70%,-10.30%,20.40%,$51.88 ,"297,511,046",435 Million,"$28,838.46 "
3488,Inci,INCI, $-   ,0.00%,-1.40%,0.80%,-21.90%,"$7,553.00 ","34,930,000",150 Million,"$28,657.25 "
3489,Zion Token,ZION, $-   ,-,-,-,-, - ,"9,984,652",10.8 Million,"$27,985.80 "
3490,Fight Of The Ages,FOTA, $-   ,0.00%,22.00%,9.90%,52.60%,"$73,702.00 ","6,974,804",14 Million,"$28,497.93 "
3491,Moremoney Finance,MORE, $-   ,-0.30%,-7.50%,-24.10%,-71.90%,$20.76 ,"67,950,415",1 Billion,"$28,250.17 "
3492,Crypto Development Services,CDS,0.30,-,-,-,-, - ,"90,234",10 Million,"$27,268.90 "
3493,Vigor,VIG, $-   ,-,-,-,-, - ,"673,531,667",1 Billion,"$30,022.79 "
3494,Azuma Coin,AZUM, $-   ,-,-,-,-, - ,"138,845,739",500 Million,"$27,757.85 "
3495,Bintex Futures,BNTX,0.04,-,-,-,-, - ,"692,394",20 Million,"$29,325.22 "
3496,Poolz Finance [OLD],POOLZ,0.01,-5.30%,-13.70%,-16.90%,-4.50%,$365.00 ,"4,534,710",4.99 Million,"$27,619.85 "
3497,Mercor Finance,MRCR, $-   ,-,-,-,-, - ,"50,150,000",100 Million,"$27,256.70 "
3498,Sensitrust,SETS,0.01,0.60%,1.70%,0.90%,20.80%,"$20,044.00 ","2,553,000",95 Million,"$27,465.98 "
3499,Diamond Coin,DIAMOND,0.15,0.20%,-9.40%,-11.30%,56.60%,$108.00 ,"178,650",1 Million,"$27,354.80 "
3500,DungeonSwap,DND,0.01,0.20%,-1.30%,-0.20%,-4.20%,$54.18 ,"2,709,293",5.89 Million,"$27,318.30 "
3501,MoneySwap,MSWAP, $-   ,1.10%,0.90%,10.90%,-51.20%,"$25,185.00 ","1,348,271,983",1.5 Billion,"$26,890.82 "
3502,SOLA,SOLA, $-   ,-0.10%,-4.70%,1.60%,31.70%,$31.80 ,"27,153,078",27.2 Million,"$26,791.18 "
3503,Synthetify,SNY, $-   ,-0.90%,3.40%,12.60%,15.00%,"$52,620.00 ","11,560,000",100 Million,"$26,555.69 "
3504,OOGI,OOGI, $-   ,1.40%,28.50%,27.30%,11.20%,$302.00 ,"9,416,830,329",18.4 Billion,"$26,533.33 "
3505,Decentralized Nations,DENA,0.04,-,-,-,-, - ,"742,734",992 Thousand,"$26,088.01 "
3506,RabbitKing,RB, $-   ,-,-,-,-, - ,"44,300,000,000,000",44.3 Trillion,"$35,753.48 "
3507,Polis,POLIS, $-   ,-41.80%,-42.80%,-32.10%,-18.00%,$2.39 ,"15,397,325",10.3 Million,"$26,029.95 "
3508,U Network,UUU, $-   ,-,-,-,-, - ,"7,000,000,000",10 Billion,"$25,519.86 "
3509,Freedom Reserve,FR, $-   ,0.30%,-1.40%,1.10%,18.70%,$13.00 ,"70,587,124",80 Million,"$25,733.91 "
3510,SoonVerse,SOON, $-   ,2.70%,-7.00%,-19.00%,-38.10%,"$34,128.00 ","25,000,000",980 Million,"$25,692.35 "
3511,Sportzchain,SPN, $-   ,-,-,-,-, - ,"315,493,098",9.9 Billion,"$25,237.52 "
3512,DOGEDI,DOGEDI, $-   ,-,-,-,-, - ,"580,779,553,457,727",890 Trillion,"$31,677.48 "
3513,Battle Saga,BTL, $-   ,1.20%,-3.20%,-5.10%,1.80%,$637.00 ,"39,277,569",300 Million,"$25,390.12 "
3514,NFTmall,GEM, $-   ,-0.20%,-0.10%,0.20%,18.60%,"$20,608.00 ","8,326,616",20 Million,"$25,274.01 "
3515,Rocki,ROCKI, $-   ,0.40%,-2.40%,1.20%,82.30%,"$35,411.00 ","7,885,723",100 Million,"$25,174.90 "
3516,PayRue,PROPEL, $-   ,-0.20%,-5.80%,-9.10%,-6.90%,"$3,998.00 ","6,009,786,163",8 Billion,"$25,032.80 "
3517,Niftify,NIFT, $-   ,-0.70%,20.70%,75.60%,106.60%,"$37,142.00 ","25,986,697",200 Million,"$24,989.00 "
3518,Spaceswap SHAKE,SHAKE,32.72,0.10%,-7.50%,-52.40%,-46.60%,"$1,082.00 ",759,. M,"$24,821.76 "
3519,Matrix Labs,MATRIX, $-   ,0.30%,1.10%,0.20%,8.60%,$5.27 ,"33,920,799",100 Million,"$24,806.91 "
3520,Atlantis Loans,ATL,0.03,-,-,-,-, - ,"1,161,481",6.5 Million,"$31,032.53 "
3521,TrendAI,TRENDAI, $-   ,-0.10%,1.40%,0.60%,17.70%,$865.00 ,"10,000,000",10 Million,"$24,404.92 "
3522,MMOCoin,MMO, $-   ,-0.20%,-3.30%,-23.90%,64.80%,$321.00 ,"40,808,992",260 Million,"$24,385.16 "
3523,Fortress Loans,FTS, $-   ,-,-,-,-, - ,"7,929,990",10 Million,"$23,617.54 "
3524,Digital Files,DIFI, $-   ,-18.10%,-35.20%,-39.70%,-47.40%,"$15,907.00 ","10,000,000",10 Million,"$24,289.14 "
3525,Samurai Legends,SMG, $-   ,-,-,-,-, - ,"182,804,407",600 Million,"$25,724.63 "
3526,ETHforestAI,ETHFAI, $-   ,0.50%,1.70%,0.80%,10.20%,$82.99 ,"22,574,600,950",99.6 Billion,"$23,838.37 "
3527,Yellow Road,ROAD,0.01,-0.10%,-5.50%,-18.30%,-11.00%,$600.00 ,"3,528,445",10 Million,"$23,781.97 "
3528,KROWN,KRW, $-   ,0.20%,-3.20%,-19.60%,1.90%,$68.35 ,"11,986,951,417",10 Billion,"$23,418.89 "
3529,Atlas DEX,ATS, $-   ,1.40%,10.20%,10.00%,57.60%,"$21,042.00 ","10,837,536",250 Million,"$22,904.12 "
3530,MatrixETF,MDF, $-   ,0.70%,9.40%,-2.50%,37.40%,"$34,142.00 ","41,600,000",1 Billion,"$22,902.77 "
